Title,Year,Rated,Genres,Plot
The Barbarian Invasions,2003,R,"Comedy, Crime, Drama","In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on."
The Haunted Mansion,2003,PG,"Comedy, Family, Fantasy","Married realtors Jim and Sara with their children go to Gracey Manor and Mr. Gracey is enamored with Sara and they discover that Sara looks like Mr. Gracey's old girlfriend, Elizabeth, who died young and they think it was a suicide but discover something more sinister."
DysFunktional Family,2003,R,"Comedy, Documentary","Concert performance of Eddie Griffin that includes behind-the-scenes documentary footage detailing the stand-up comedian's personal life and family as he travels to a family reunion to reunite with the cast of characters who are the root of his comedy: his mother, an uncle who was an ex-pimp, and his Uncle Curtis, who pontificates on his career as a porno director."
Wonderland,2003,R,"Crime, Drama, Mystery","John Holmes was a legend of the porn industry and revered in circles as a stud. But in 1981, years after his successful career and star fading, Holmes was a desperate man with his own internal demons to live up to. He's estranged from his wife, holding onto a relationship with his teenage mistress, and living as a junkie in search of his next fix. But one fateful night left four people dead and John as a key suspect in one of the most grisly murders in Los Angeles. Was he partly responsible for what happened at Wonderland Avenue?"
Lost in Translation,2003,R,Drama,"Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications."
Yossi & Jagger,2002,R,"Drama, Romance, War","Yossi is a Commander at an Israeli outpost near Lebanon. He is however involved in a secret, passionate love affair with his second in command (nicknamed Jagger). The two will often sneak off from the outpost to spend time together. A failed ambush during a full moon leaves Jagger mortally wounded and forces Yossi to finally express his love."
Stevie,2002,R,Documentary,"He began a film, a search, to discover not only what had happened to Stevie over the past ten years but to understand the forces that had shaped his entire life. Part way through the filming, Stevie is arrested and charged with a serious crime that tears his family apart. What was to be a modest profile turns into a intimate four and half year chronicle of Stevie, his broken family, the criminal justice system and the filmmaker himself, as they all struggle with what Stevie has done and who he has become."
Spellbound,2002,G,"Documentary, Comedy, Thriller","This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult."
"Legally Blonde 2: Red, White & Blonde",2003,PG-13,Comedy,"Sassy postgrad Elle Woods is all about animal rights. In fact, she puts her nuptial plans on hold to head to Washington D.C. to get an anti-animal testing bill passed. Her building's doorman quickly shows her the ways and workings of our nation's capital."
School of Rock,2003,PG-13,"Comedy, Music","Down and out rock star Dewey Finn gets fired from his band, and he faces a mountain of debts and depression. He takes a job as a 4th grade substitute teacher at an uptight private school where his attitude and hijinx have a powerful effect on his students. He also meets Zack, a 10-year-old guitar prodigy, who could help Dewey win a ""battle of the bands"" competition, which would solve his financial problems and put him back in the spotlight."
Cold Creek Manor,2003,R,"Mystery, Thriller","Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past..."
